Entity,Code,Year,"Health expenditure, private (% of GDP)","Health expenditure, public (% of GDP)"
Late-demographic dividend,,2012,2.64438394680534,3.30307614401871
Late-demographic dividend,,2013,2.69145824599722,3.32666663084285
Late-demographic dividend,,2014,2.68986942930295,3.3774958482239
Latin America & Caribbean,,1995,3.36058885386635,2.98501015373833
Latin America & Caribbean,,1996,3.44497031628043,2.90105728564719
Latin America & Caribbean,,1997,3.37345118436663,2.98947866157468
Latin America & Caribbean,,1998,3.34195415613207,3.02918600413917
Latin America & Caribbean,,1999,3.34176944971923,3.23377701584132
Latin America & Caribbean,,2000,3.34043268296295,3.05922891583856
Latin America & Caribbean,,2001,3.39502000718394,3.14384633879647
Latin America & Caribbean,,2002,3.25681525408607,2.99771474878674
Latin America & Caribbean,,2003,3.42787019811464,3.01242018965688
Latin America & Caribbean,,2004,3.30560777149429,3.07429444194115
Latin America & Caribbean,,2005,3.65584811545153,3.15803224431336
Latin America & Caribbean,,2006,3.61481933278888,3.15608438476139
Latin America & Caribbean,,2007,3.62651493472729,3.25039051548347
Latin America & Caribbean,,2008,3.56957469461338,3.32826658345916
Latin America & Caribbean,,2009,3.74846134634655,3.79993748789428
Latin America & Caribbean,,2010,3.54602540988901,3.63562662747128
Latin America & Caribbean,,2011,3.45317921876768,3.59247225588378
Latin America & Caribbean,,2012,3.50126003730003,3.51527448197068
Latin America & Caribbean,,2013,3.52897007681225,3.63014976433018
Latin America & Caribbean,,2014,3.47683544772677,3.83343990019628
Latin America & Caribbean (IDA & IBRD),,1995,3.40878774319115,2.95712522832449
Latin America & Caribbean (IDA & IBRD),,1996,3.48324276050716,2.87710606655275
Latin America & Caribbean (IDA & IBRD),,1997,3.40927220090067,2.96711893116324
Latin America & Caribbean (IDA & IBRD),,1998,3.37799495594074,3.0041707849168
Latin America & Caribbean (IDA & IBRD),,1999,3.38704329341033,3.20341671809961
Latin America & Caribbean (IDA & IBRD),,2000,3.38416729026091,3.02555391304978
Latin America & Caribbean (IDA & IBRD),,2001,3.44217921113907,3.10672304237609
Latin America & Caribbean (IDA & IBRD),,2002,3.30634494550946,2.9484138431056
Latin America & Caribbean (IDA & IBRD),,2003,3.48412712456012,2.96260707475213
Latin America & Caribbean (IDA & IBRD),,2004,3.35376237976421,3.03252726146943
Latin America & Caribbean (IDA & IBRD),,2005,3.70691642800241,3.07066868387182
Latin America & Caribbean (IDA & IBRD),,2006,3.66739421311715,3.09016118059173
Latin America & Caribbean (IDA & IBRD),,2007,3.67619470102433,3.14655013852321
Latin America & Caribbean (IDA & IBRD),,2008,3.6130422225441,3.23103696980068
Latin America & Caribbean (IDA & IBRD),,2009,3.79906820799566,3.68719672992567
Latin America & Caribbean (IDA & IBRD),,2010,3.58479024506298,3.55965613941542
Latin America & Caribbean (IDA & IBRD),,2011,3.48750550962428,3.51584937383615
Latin America & Caribbean (IDA & IBRD),,2012,3.53812954236262,3.45804237824147
Latin America & Caribbean (IDA & IBRD),,2013,3.56729179039128,3.56211241180411
Latin America & Caribbean (IDA & IBRD),,2014,3.51874026396427,3.73761744248468
Latin America & Caribbean (excluding high income),,1995,3.27857618762201,2.9970115373327
Latin America & Caribbean (excluding high income),,1996,3.36929846188568,2.90618190046315
Latin America & Caribbean (excluding high income),,1997,3.29975808483066,3.00776665900616
Latin America & Caribbean (excluding high income),,1998,3.25051145681845,3.04002914729979
Latin America & Caribbean (excluding high income),,1999,3.26773145708328,3.24552261009223
Latin America & Caribbean (excluding high income),,2000,3.28376853057623,3.05855465912456
Latin America & Caribbean (excluding high income),,2001,3.34540745103086,3.14607816244704
Latin America & Caribbean (excluding high income),,2002,3.20059205371256,2.98644924299097
Latin America & Caribbean (excluding high income),,2003,3.37966240581477,3.03672055087005
Latin America & Caribbean (excluding high income),,2004,3.26077506755837,3.07047632348144
Latin America & Caribbean (excluding high income),,2005,3.6400100883435,3.1659586862456
Latin America & Caribbean (excluding high income),,2006,3.62186888735296,3.1674569628937
Latin America & Caribbean (excluding high income),,2007,3.6330210048918,3.27544470061529
Latin America & Caribbean (excluding high income),,2008,3.56990829087334,3.33759032550736
Latin America & Caribbean (excluding high income),,2009,3.74853404976951,3.80506420038595
Latin America & Caribbean (excluding high income),,2010,3.54955724845054,3.63935729882736
Latin America & Caribbean (excluding high income),,2011,3.45201601473693,3.59150796335228
Latin America & Caribbean (excluding high income),,2012,3.49830544222938,3.497271566575
Latin America & Caribbean (excluding high income),,2013,3.5238526855025,3.6079379188294
Latin America & Caribbean (excluding high income),,2014,3.46885777286819,3.81171219675955
Latvia,LVA,1995,1.94400725504807,3.82016484495193
Latvia,LVA,1996,2.57779592700023,3.52587043299977
Latvia,LVA,1997,2.74353909446278,3.45961565553722
Latvia,LVA,1998,2.49508862058331,3.62626177941669
Latvia,LVA,1999,2.66132909451453,3.72865722548547
Latvia,LVA,2000,2.73881918427811,3.26544667572189
Latvia,LVA,2001,3.00906320385932,3.15770794614068
Latvia,LVA,2002,3.01016686575832,3.27906797424168
Latvia,LVA,2003,2.90300127411105,3.24952285588895
Latvia,LVA,2004,2.82748587687512,3.68469810312488
Latvia,LVA,2005,2.73700623509613,3.63715135490387
Latvia,LVA,2006,2.44128335487679,4.35785714512321
Latvia,LVA,2007,2.75141225879908,4.25597900025844
Latvia,LVA,2008,2.47791718222173,4.12451504535882
Latvia,LVA,2009,2.53420540858649,4.07004162479427
Latvia,LVA,2010,2.46044766072761,3.94025814694788
Latvia,LVA,2011,2.08058979851193,3.8734014164312
Latvia,LVA,2012,2.17105119312729,3.57695539259364
Latvia,LVA,2013,2.12943943063506,3.53984303936494
Latvia,LVA,2014,2.16546155834689,3.71523198165311
Least developed countries: UN classification,,1995,2.65339982438188,1.52675446668794
Least developed countries: UN classification,,1996,2.57702290513299,1.42969649124264
Least developed countries: UN classification,,1997,2.41998165421583,1.42951240391968
Least developed countries: UN classification,,1998,2.48690988552184,1.46916791510821
Least developed countries: UN classification,,1999,2.42418195318578,1.5218960318922
Least developed countries: UN classification,,2000,2.16615821877358,1.40891708292712
Least developed countries: UN classification,,2001,2.35516609882483,1.64304272193125
Least developed countries: UN classification,,2002,2.4958091406241,1.65141163053181
Least developed countries: UN classification,,2003,2.57790558122036,1.73558782917292
Least developed countries: UN classification,,2004,2.66323741205032,1.82805726484393
Least developed countries: UN classification,,2005,2.60520882502907,1.85990512844539
Least developed countries: UN classification,,2006,2.62164404010658,2.10227074862386
Least developed countries: UN classification,,2007,2.57115309308103,1.84900587518205
Least developed countries: UN classification,,2008,2.78994823903027,2.0451171391843
Least developed countries: UN classification,,2009,3.04876303816098,2.0103165016713
Least developed countries: UN classification,,2010,3.05140696819974,2.03694334347963
Least developed countries: UN classification,,2011,2.92079637845931,2.01385502583109
Least developed countries: UN classification,,2012,2.92528479104768,1.95342181981243
Least developed countries: UN classification,,2013,2.91069300770202,2.00798628493139
Least developed countries: UN classification,,2014,2.89723138059302,1.87138032975924
Lebanon,LBN,1995,8.32170048325731,4.24247648674269
Lebanon,LBN,1996,8.44556961335317,4.99173671664684
Lebanon,LBN,1997,8.00115169803444,5.06163626196556
Lebanon,LBN,1998,8.27733344474074,3.14491017525926
Lebanon,LBN,1999,7.92668507343613,2.94300942656387
Lebanon,LBN,2000,7.65524430991632,3.20634861008368
Lebanon,LBN,2001,7.1704594406342,3.7339639093658
Lebanon,LBN,2002,6.31086760482368,3.73559350517632
Lebanon,LBN,2003,5.8060175852068,3.4963758147932
Lebanon,LBN,2004,5.19783703673628,3.71197077326372
Lebanon,LBN,2005,4.67547236275569,3.74433294724431
Lebanon,LBN,2006,5.19813150472928,3.63188247527072
Lebanon,LBN,2007,5.18822035881757,3.71553554118244
Lebanon,LBN,2008,4.92571167732691,3.14481341267309
Lebanon,LBN,2009,4.30106797219055,3.12341714780945
Lebanon,LBN,2010,4.48278453492297,2.70855148507703
Lebanon,LBN,2011,4.38052897448754,2.74439699551247
Lebanon,LBN,2012,3.75507181591444,3.23585528408556
Lebanon,LBN,2013,3.57902199486455,3.05422969513545
Lebanon,LBN,2014,3.34978423090943,3.04392459909057
Lesotho,LSO,1995,3.90032449464195,3.56225930535805
Lesotho,LSO,1996,3.71681859827592,3.78053358172408
Lesotho,LSO,1997,3.60119972683102,3.11760900316898
Lesotho,LSO,1998,3.57780367275863,3.27204420724137
Lesotho,LSO,1999,3.52025513694013,3.23923338305987
Lesotho,LSO,2000,3.44125453055476,3.47402104944524
Lesotho,LSO,2001,3.15737543243966,4.37251010756034
Lesotho,LSO,2002,3.07670085465575,3.83131931534425
Lesotho,LSO,2003,3.09490863942234,4.03488066057766
Lesotho,LSO,2004,3.02569208580275,3.93829173419725
Lesotho,LSO,2005,2.98626013545697,3.30958400454303
Lesotho,LSO,2006,2.93980999626732,4.17571059373268
Lesotho,LSO,2007,2.87019116282336,5.59751221717664
Lesotho,LSO,2008,2.7912114246623,6.0596837653377
Lesotho,LSO,2009,2.79481813310325,7.00041373689675
Lesotho,LSO,2010,2.79008197788161,8.07992507211839
Lesotho,LSO,2011,2.70109237268206,9.08743586731794
Lesotho,LSO,2012,2.69762889599137,8.44735094400863
Lesotho,LSO,2013,2.66425656131617,8.40856481868383
Lesotho,LSO,2014,2.53550911727576,8.08216760272424
Liberia,LBR,1998,4.4643837033793,1.4602631966207
Liberia,LBR,1999,4.46438370562811,1.57302049437189
Liberia,LBR,2000,4.46438370290613,1.44875610709387
Liberia,LBR,2001,4.76050059138223,1.64715107861777
Liberia,LBR,2002,4.33529436347255,1.09081376652745
Liberia,LBR,2003,2.24873181578095,1.18960877421905
Liberia,LBR,2004,6.36051754725629,2.41433961274371
Liberia,LBR,2005,6.48242277371605,1.55346032628395
Liberia,LBR,2006,8.89979325231072,2.00429445768928
Liberia,LBR,2007,7.46724180186114,2.76800142813887
Liberia,LBR,2008,7.9227577653,3.9022538247
Liberia,LBR,2009,11.0546337595923,3.33555505040774
Liberia,LBR,2010,9.126195942683,2.740925887317
Liberia,LBR,2011,7.30517286783786,3.92711577216214
Liberia,LBR,2012,6.80015723903523,3.38634341096477
Liberia,LBR,2013,6.42217748437096,2.83218856562904
Liberia,LBR,2014,6.87709024423443,3.15924303576557
Libya,LBY,1995,1.76300881327117,1.51452799672883
Libya,LBY,1996,1.68735111265264,1.66274170734736
Libya,LBY,1997,1.66624755838203,1.79019819161797
Libya,LBY,1998,2.01585605114809,1.88451338885191
Libya,LBY,1999,1.99664847656978,1.65037778343022
Libya,LBY,2000,1.74782410097969,1.65983085902031
Libya,LBY,2001,1.84737154843627,2.21029369156373
Libya,LBY,2002,1.51163664650463,3.05672627349537
Libya,LBY,2003,1.37171240348912,2.69200263651088
Libya,LBY,2004,1.18399856940712,2.27661867059288
Libya,LBY,2005,0.956263232947643,1.74911742705236
Libya,LBY,2006,0.868960393445303,1.6401668065547
Libya,LBY,2007,0.878325290956093,1.74809733904391
Libya,LBY,2008,0.658724304828535,1.38240755517147
Libya,LBY,2009,0.984326485309972,2.17818001469003
Libya,LBY,2010,0.915766992,2.136789648
Libya,LBY,2011,1.75000711103128,3.01999999896872
Libya,LBY,2012,1.27879351068557,3.01999999931443
Libya,LBY,2013,1.31485587081674,3.01999999918326
Libya,LBY,2014,1.3148558709117,3.6540791590883
Lithuania,LTU,1995,1.38906943517599,3.98521792482401
Lithuania,LTU,1996,1.65487253843405,3.93100420156595
Lithuania,LTU,1997,1.57757687302712,4.16143196697288
Lithuania,LTU,1998,1.46169601207274,4.61611597792726
Lithuania,LTU,1999,1.55632625024672,4.64619212975328
Lithuania,LTU,2000,1.95641541387629,4.50192924612371
Lithuania,LTU,2001,1.71237430848566,4.54791886151434
Lithuania,LTU,2002,1.60393306793153,4.79217207206847
Lithuania,LTU,2003,1.52991836745452,4.92987538254548
Lithuania,LTU,2004,1.84048341607239,3.83247281969243
Lithuania,LTU,2005,1.87963331715287,3.95366445803828
Lithuania,LTU,2006,1.88854905131656,4.30671584749302
Lithuania,LTU,2007,1.68106608434927,4.54217727246433
Lithuania,LTU,2008,1.82387307586442,4.78419576440611
Lithuania,LTU,2009,2.04645195248699,5.48554661925936
Lithuania,LTU,2010,1.94526544409248,5.02095567496006
Lithuania,LTU,2011,1.89783578446864,4.73913687616332
Lithuania,LTU,2012,2.07652560953668,4.34953943909421
Lithuania,LTU,2013,2.08931569267106,4.31263081450732
Lithuania,LTU,2014,2.10522747774465,4.44688961225535
Low & middle income,,1995,2.48204308300551,2.39366284873808
Low & middle income,,1996,2.56237252065361,2.34288028478239
Low & middle income,,1997,2.66272317083471,2.49961142002588
Low & middle income,,1998,2.75819196253797,2.45960417917973
Low & middle income,,1999,2.78729318346035,2.42080419246819
Low & middle income,,2000,2.8089386300019,2.3380963569144
Low & middle income,,2001,2.89702305357347,2.36889727343737
Low & middle income,,2002,2.85226483769375,2.32487958721919
Low & middle income,,2003,2.89144931835753,2.35962528811539
Low & middle income,,2004,2.79799098009992,2.38744665413495
Low & middle income,,2005,2.87956675812147,2.4386381035623
Low & middle income,,2006,2.79384004473999,2.48283059637995
Low & middle income,,2007,2.68571720132524,2.57318965539599
Low & middle income,,2008,2.71352988230496,2.70617697661341
Low & middle income,,2009,2.87762795513084,2.97884133348367
Low & middle income,,2010,2.76543704374984,2.84383929930747
Low & middle income,,2011,2.70175862952523,2.86290107846981
Low & middle income,,2012,2.73414132503611,2.93075591378757
Low & middle income,,2013,2.77640996082774,2.9858782349675
Low & middle income,,2014,2.77390365645168,3.02958990106676
Low income,,1995,2.9220824839484,1.53020091125629
Low income,,1996,2.95691304755112,1.48390728941558
Low income,,1997,2.96403224707461,1.52113304757723
Low income,,1998,3.01737654107918,1.65715611017154
Low income,,1999,3.01529277049861,1.7381002127644
Low income,,2000,2.65203383388326,1.75977968809347
Low income,,2001,2.92637327378787,2.03420854237309
Low income,,2002,3.21738202084523,2.06332282830537
Low income,,2003,3.19926793600403,2.21796142822271
Low income,,2004,3.33718452255585,2.32876093366894
Low income,,2005,3.20340835404173,2.4584812793968
Low income,,2006,3.31795236980453,2.69178561195004
Low income,,2007,3.28263447556661,2.3183407775874
Low income,,2008,3.21969702614706,2.36567627505614
Low income,,2009,3.54651833824181,2.41238108076384
Low income,,2010,3.81641590258209,2.6398744534954
Low income,,2011,3.64823904327125,2.65734349849571
Low income,,2012,3.42318996176524,2.51272944141978
Low income,,2013,3.37471389735154,2.39754806339457
Low income,,2014,3.31110228226739,2.43676227252735
Lower middle income,,1995,2.33468923540098,1.42088826544583
Lower middle income,,1996,2.3566023715063,1.37186793132615
Lower middle income,,1997,2.51456978410915,1.38316068812975
Lower middle income,,1998,2.71435051139839,1.45988211022334
Lower middle income,,1999,2.57447640184518,1.41767557155287
Lower middle income,,2000,2.59302766074115,1.40143270438647
Lower middle income,,2001,2.75549289639407,1.45823074696005
Lower middle income,,2002,2.732710307803,1.40460324366043
Lower middle income,,2003,2.79352953470313,1.4057613769042
Lower middle income,,2004,2.73479524032217,1.42821851166647
Lower middle income,,2005,2.82019939799433,1.45241436221518
Lower middle income,,2006,2.76078261056631,1.5194123226341
Lower middle income,,2007,2.78371541575911,1.54988165559731
Lower middle income,,2008,2.78338876257348,1.60403304756919
Lower middle income,,2009,2.85502952621757,1.63735302252649
Lower middle income,,2010,2.73437469632444,1.54151095068973
Lower middle income,,2011,2.72431760184396,1.54192733103173
Lower middle income,,2012,2.76105310387969,1.61656328360114
Lower middle income,,2013,2.82187360824313,1.69069911768631
Lower middle income,,2014,2.8307247335281,1.66547228379414
Luxembourg,LUX,1995,0.344715748374743,5.14571653365466
Luxembourg,LUX,1996,0.406660546685088,5.24556016331491
Luxembourg,LUX,1997,0.417027030000261,5.17376633722459
Luxembourg,LUX,1998,0.429633883541607,5.23790380645839
Luxembourg,LUX,1999,0.588395039920085,5.23218973747241
Luxembourg,LUX,2000,1.11621299729731,6.36126718270269
Luxembourg,LUX,2001,1.16544085061851,6.23638900938149
Luxembourg,LUX,2002,1.19580011249428,7.07085848780102
Luxembourg,LUX,2003,1.20966923614016,6.45762350660745
Luxembourg,LUX,2004,1.24625699206607,6.95829765793393
Luxembourg,LUX,2005,1.19799137791797,6.7477064382595
Luxembourg,LUX,2006,1.15209897933471,6.59737985066529
Luxembourg,LUX,2007,0.977931450407748,5.82007397959225
Luxembourg,LUX,2008,0.845620861309558,6.49296977869044
Luxembourg,LUX,2009,1.08898193125918,7.02564426874082
Luxembourg,LUX,2010,1.08618488341038,6.59470187658961
Luxembourg,LUX,2011,1.08025507021074,6.26066182978926
Luxembourg,LUX,2012,1.18698092589862,5.98807091410138
Luxembourg,LUX,2013,1.15826664685152,5.93923732314848
Luxembourg,LUX,2014,1.11503749753748,5.82283606246252
Macedonia,MKD,1995,3.39317220249952,4.99639741750048
Macedonia,MKD,1996,3.46960046885441,5.1359536511456
Macedonia,MKD,1997,3.5301135464359,5.5549962935641
Macedonia,MKD,1998,3.50173476781063,6.48932137218937
Macedonia,MKD,1999,3.45815989528956,5.34163915471044
Macedonia,MKD,2000,3.73305824455346,4.78776654544655
Macedonia,MKD,2001,3.55234276467235,4.63111246532765
Macedonia,MKD,2002,3.82207122855525,5.19157114144476
Macedonia,MKD,2003,3.94485920633723,5.22603490366277
Macedonia,MKD,2004,3.60495537571872,5.03928924428128
Macedonia,MKD,2005,3.17189014559792,4.78161478440208
Macedonia,MKD,2006,2.73645770951143,4.87674973048857
Macedonia,MKD,2007,2.45368890080064,4.44586773919936
Macedonia,MKD,2008,2.10379257028851,4.74749169971149
Macedonia,MKD,2009,2.27952448112946,4.45685772887054
Macedonia,MKD,2010,2.54043668443895,4.29290363556105
Macedonia,MKD,2011,2.33821442279432,4.27293273720568
Macedonia,MKD,2012,2.33724659960029,4.42539678039971
Macedonia,MKD,2013,1.86950970804819,4.20426909195181
Macedonia,MKD,2014,2.37495393242948,4.10142063757052
Madagascar,MDG,1995,2.62371688707548,1.44152620292452
Madagascar,MDG,1996,2.60224978752191,1.91497211247809
Madagascar,MDG,1997,2.63319982970058,2.14802212029942
Madagascar,MDG,1998,2.54742547044061,1.96133517955939
Madagascar,MDG,1999,2.5070286428233,2.0399136371767
Madagascar,MDG,2000,2.50729437192621,2.57330422807379
Madagascar,MDG,2001,2.3635038782652,2.8085156617348
Madagascar,MDG,2002,2.55127464386906,2.74321383613094
Madagascar,MDG,2003,2.5528923915617,2.2601741884383
Madagascar,MDG,2004,2.45054917962298,2.43699522037702
Madagascar,MDG,2005,2.40857086352909,2.62144998647091
Madagascar,MDG,2006,2.29418926473438,2.81771161526562
Madagascar,MDG,2007,2.24417469139141,2.73982183860859
Madagascar,MDG,2008,2.0768204698208,2.4189184201792
Madagascar,MDG,2009,2.2921260505253,2.4082129194747
Madagascar,MDG,2010,2.25779153079549,2.60655860920451
Madagascar,MDG,2011,1.79972242099451,2.4358722790055
Madagascar,MDG,2012,1.64012675276441,1.81610529723559
Madagascar,MDG,2013,1.58723299880549,2.56044494119451
Madagascar,MDG,2014,1.5679404145771,1.4734146054229
Malawi,MWI,1995,3.18083848056557,1.86521373943443
Malawi,MWI,1996,3.35034472011754,1.26338763988246
Malawi,MWI,1997,3.5504180142377,1.60043400576229
Malawi,MWI,1998,3.62542925016898,1.88109677983102
Malawi,MWI,1999,4.24325931508754,2.27478223491246
Malawi,MWI,2000,3.29126241061877,2.77855654938123
Malawi,MWI,2001,2.85813994263466,2.21508149736534
Malawi,MWI,2002,1.90998711529141,2.91255003470859
Malawi,MWI,2003,1.76882183165039,4.57849665834961
Malawi,MWI,2004,2.09920740046009,5.71696330953991
Malawi,MWI,2005,2.13533230060928,6.06636650939072
Malawi,MWI,2006,2.79793678104118,6.19490825895882
Malawi,MWI,2007,4.89638977978487,4.41611059021513
Malawi,MWI,2008,4.60098612933814,6.09662472066186
Malawi,MWI,2009,3.99158080345682,6.18575293654318
Malawi,MWI,2010,3.70610879677534,6.33925489322466
Malawi,MWI,2011,4.73855480361911,6.93370254638089
Malawi,MWI,2012,5.28984001452735,6.76593456547266
Malawi,MWI,2013,5.16853943782032,5.79345079217968
Malawi,MWI,2014,5.37933522532556,5.99862083467444
Malaysia,MYS,1995,1.29044859920822,1.67358010079178
Malaysia,MYS,1996,1.23948751333029,1.69310012666971
Malaysia,MYS,1997,1.2210734757818,1.5034688342182
Malaysia,MYS,1998,1.30367952718903,1.62348937281097
Malaysia,MYS,1999,1.35038185949966,1.68239323050034
Malaysia,MYS,2000,1.34348288337331,1.69353254662669
Malaysia,MYS,2001,1.40702365470372,1.99038232529628
Malaysia,MYS,2002,1.44450747982785,1.95887394017215
Malaysia,MYS,2003,1.59189859795883,2.36204142204117
Malaysia,MYS,2004,1.6268843508824,2.1180405391176
Malaysia,MYS,2005,1.60098514015378,1.69082760984623
Malaysia,MYS,2006,1.64241541843986,2.01181669156014
Malaysia,MYS,2007,1.64376116791374,1.96186767208626
Malaysia,MYS,2008,1.53457583730425,1.93670636269575
Malaysia,MYS,2009,1.63790984550524,2.33663974449476
Malaysia,MYS,2010,1.70414409434667,2.28629658565333
Malaysia,MYS,2011,1.75187300725268,2.13591373274732
Malaysia,MYS,2012,1.79617176965827,2.21523329034173
Malaysia,MYS,2013,1.81496838608104,2.20314715391896
Malaysia,MYS,2014,1.868788024065,2.300290015935
Maldives,MDV,1995,2.36093781130321,3.66261365869679
Maldives,MDV,1996,2.76828845230901,3.60309375769099
Maldives,MDV,1997,2.84283610978656,3.54408858021344
Maldives,MDV,1998,2.86414054206437,4.64846688793563
Maldives,MDV,1999,2.62501936955295,4.74957875044705
Maldives,MDV,2000,2.876778987713,5.119448212287
Maldives,MDV,2001,2.13828820399115,3.70026800600885
Maldives,MDV,2002,2.21003813318134,3.56718259681866
Maldives,MDV,2003,2.11886320078736,3.77820095921264
Maldives,MDV,2004,2.01186947111957,3.87687766888043
Maldives,MDV,2005,2.39787520942734,7.12664977057265
Maldives,MDV,2006,2.13338153233407,5.23783044766593
Maldives,MDV,2007,2.08825656442739,4.55326736557261
Maldives,MDV,2008,2.27870497828326,7.02587790171674
Maldives,MDV,2009,2.48851346840759,6.72971155159241
Maldives,MDV,2010,2.65582831288361,5.27343523711639
Maldives,MDV,2011,2.50534681450348,5.60878186549653
Maldives,MDV,2012,2.66065573961102,6.50292714038898
Maldives,MDV,2013,2.90042132510898,8.26383345489102
Maldives,MDV,2014,2.9764679982288,10.7570520917712
Mali,MLI,1995,2.40007966594835,2.62742229405165
Mali,MLI,1996,4.57004972254447,2.99378761745553
Mali,MLI,1997,4.38323429248857,2.47827614751143
Mali,MLI,1998,4.06482475737852,2.13675293262148
Mali,MLI,1999,4.22838402711012,1.81939669288988
Mali,MLI,2000,4.22302032832717,2.06992132167283
Mali,MLI,2001,3.52026400751885,2.87244863248115
Mali,MLI,2002,3.77819587519824,2.53887744480176
Mali,MLI,2003,3.4928695755868,2.7571989844132
Mali,MLI,2004,3.18800934726826,3.09188655273174
Mali,MLI,2005,3.29727628879551,3.03852949120449
Mali,MLI,2006,3.39080471595369,3.16463356404631
Mali,MLI,2007,3.60593398873697,3.36657696126303
Mali,MLI,2008,3.60127488564078,3.13569731435922
Mali,MLI,2009,3.70037292572608,3.14899578427392
Mali,MLI,2010,3.54460450857703,2.80745966142297
Mali,MLI,2011,3.57338549878787,3.01524631121213
Mali,MLI,2012,4.21507693824249,2.25026258175751
Mali,MLI,2013,5.4435164192439,1.1342730807561
Mali,MLI,2014,5.29399438416072,1.56817210583928
Malta,MLT,1995,1.83643179456087,3.81951774543912
Malta,MLT,1996,1.96745512332595,4.10534535667405
Malta,MLT,1997,1.86163993915406,4.38438440084594
Malta,MLT,1998,2.00164004132337,4.44369678867663
Malta,MLT,1999,2.03719185455282,4.39365625544718
Malta,MLT,2000,2.08934447253439,4.74239480746561
Malta,MLT,2001,2.2803704909515,4.8342677490485
Malta,MLT,2002,2.42949757245541,5.42940094754459
Malta,MLT,2003,2.51478196176317,5.54202424823683
Malta,MLT,2004,2.80898604582208,5.65368589417792
Malta,MLT,2005,2.83610443088055,5.99744888911945
Malta,MLT,2006,2.8865016215669,6.04631269843311
Malta,MLT,2007,2.87452085680041,5.48224055319959
Malta,MLT,2008,2.99774580317171,5.15623215682828
Malta,MLT,2009,3.08137597838174,5.25002876161826
Malta,MLT,2010,3.07966919378811,5.21954507621189
Malta,MLT,2011,3.13669480859741,6.46201208140259
Malta,MLT,2012,3.32605997420161,6.62523456579839
Malta,MLT,2013,3.33755598447664,6.55428282552335
Malta,MLT,2014,3.00648987992068,6.74343039007932
Marshall Islands,MHL,1995,2.7795190977754,28.0497852522246
Marshall Islands,MHL,1996,2.79020271725749,16.6788928627425
Marshall Islands,MHL,1997,2.71107311305581,17.1681334169442
Marshall Islands,MHL,1998,2.68197690358152,15.6452295464185
Marshall Islands,MHL,1999,2.62708072082017,15.4274228091798
Marshall Islands,MHL,2000,2.64015776722709,19.2404333327729
Marshall Islands,MHL,2001,2.62095633682734,16.0719704331727
Marshall Islands,MHL,2002,2.60782700650419,14.8351456034958
Marshall Islands,MHL,2003,2.6575086017972,14.2112880182028
Marshall Islands,MHL,2004,2.74939033563565,15.0909298643643
Marshall Islands,MHL,2005,2.74533725687223,14.6797101431278
Marshall Islands,MHL,2006,2.74426477589018,17.0555555541098
Marshall Islands,MHL,2007,2.8297263634754,17.5919999965246
Marshall Islands,MHL,2008,2.95007324635325,16.4816993436467
Marshall Islands,MHL,2009,2.95018197461083,16.0289473653892
Marshall Islands,MHL,2010,2.93694286604596,14.398170733954
Marshall Islands,MHL,2011,2.91802484707003,14.27167630293
Marshall Islands,MHL,2012,2.76882200952561,13.9065217404744
Marshall Islands,MHL,2013,2.68655434825706,14.5518979017429
Marshall Islands,MHL,2014,2.68655434862497,14.449168391375
Mauritania,MRT,1995,2.4175189519442,2.2303343880558
Mauritania,MRT,1996,2.41138455717961,1.32880839282039
Mauritania,MRT,1997,2.42066896996805,1.49219146003195
Mauritania,MRT,1998,2.53624229814411,2.08476202185589
Mauritania,MRT,1999,2.43041706683725,2.90181301316275
Mauritania,MRT,2000,2.48483130657014,2.77099352342986
Mauritania,MRT,2001,2.45793612831235,1.87956046168765
Mauritania,MRT,2002,2.44859982398416,2.86206036601585
Mauritania,MRT,2003,2.34918507889899,2.17921835110101
Mauritania,MRT,2004,2.24043713509964,2.46411252490036
Mauritania,MRT,2005,2.17269414411394,2.03335605588606
Mauritania,MRT,2006,1.75995949802156,1.44761643197844
Mauritania,MRT,2007,1.88349378802917,1.65179135197083
Mauritania,MRT,2008,1.87209242730008,1.35456473269992
Mauritania,MRT,2009,1.98755052009847,1.79980273990153
Mauritania,MRT,2010,1.75828817040183,1.52105377959817
Mauritania,MRT,2011,1.59054629197986,1.27914137802014
Mauritania,MRT,2012,1.75137651167789,1.37024701109525
Mauritania,MRT,2013,1.70029683527354,1.72603880254886
Mauritania,MRT,2014,1.90168277734101,1.87101626265899
Mauritius,MUS,1995,1.64453465250798,1.97915468749202
Mauritius,MUS,1996,1.62319516754858,1.90491623245142
Mauritius,MUS,1997,1.61797124986929,1.91146883013071
Mauritius,MUS,1998,1.62128387594363,1.95449996405637
Mauritius,MUS,1999,1.60349544155781,1.88277772844219
Mauritius,MUS,2000,1.81387797999675,1.96954971000325
Mauritius,MUS,2001,1.86124611182095,2.00417059817905
Mauritius,MUS,2002,2.05544665359437,2.18055166640563
Mauritius,MUS,2003,1.95893176662209,2.18834909337791
Mauritius,MUS,2004,1.94305239190648,2.34908883809352
Mauritius,MUS,2005,2.25382088483324,2.21483679516676
Mauritius,MUS,2006,2.33119789303911,2.04750749696089
Mauritius,MUS,2007,2.36818741477361,1.87290983522639
Mauritius,MUS,2008,2.82014836433942,1.78295421566058
Mauritius,MUS,2009,2.79902914114675,2.16869133885324
Mauritius,MUS,2010,2.70267890202997,2.58258812797003
